Recency,Frequency,Monetary,Cluster,Segment
55,1,427.07,3,At Risk
88,7,1044.78,3,At Risk
37,6,3084.17,3,At Risk
3,3,12393.7,3,At Risk
30,5,2735.37,3,At Risk
12,4,615.39,3,At Risk
211,1,101.4,1,Regular
48,4,1701.94,3,At Risk
24,3,478.78,3,At Risk
22,4,992.71,3,At Risk
246,3,407.5,1,Regular
8,16,3362.71,3,At Risk
35,3,1415.29,3,At Risk
4,54,33366.25,0,High Value
36,4,653.13,3,At Risk
4,4,690.54,3,At Risk
3,10,1483.31,3,At Risk
47,1,211.88,3,At Risk
39,2,408.90000000000003,3,At Risk
2,10,3450.2400000000002,3,At Risk
17,3,851.01,3,At Risk
260,1,628.28,1,Regular
46,3,719.81,3,At Risk
12,1,251.24,3,At Risk
30,1,439.65999999999997,3,At Risk
43,1,236.09,3,At Risk
92,7,852.12,3,At Risk
39,76,50992.61,0,High Value
310,1,331.24,1,Regular
92,2,548.94,3,At Risk
6,27,8727.61,0,High Value
196,3,437.7,1,Regular
87,2,758.92,3,At Risk
270,3,855.02,1,Regular
8,4,454.33000000000004,3,At Risk
65,3,1313.55,3,At Risk
31,3,3166.4,3,At Risk
22,7,1147.37,3,At Risk
38,4,773.99,3,At Risk
120,4,1340.7,3,At Risk
86,3,243.69000000000003,3,At Risk
40,3,1111.79,3,At Risk
174,1,137.9,1,Regular
54,1,362.06,3,At Risk
33,2,1511.95,3,At Risk
145,1,783.9,1,Regular
221,1,134.8,1,Regular
45,1,664.85,3,At Risk
4,10,2140.2200000000003,3,At Risk
66,6,1459.8600000000001,3,At Risk
269,1,-29.95,1,Regular
10,4,1153.62,3,At Risk
260,1,335.32,1,Regular
365,1,372.09,1,Regular
17,5,1521.87,3,At Risk
22,2,852.15,3,At Risk
45,1,326.24,3,At Risk
288,1,584.3199999999999,1,Regular
292,2,94.35,1,Regular
3,11,2173.53,3,At Risk
284,1,79.2,1,Regular
17,3,1352.0,3,At Risk
82,3,176.6,3,At Risk
56,5,2806.9,3,At Risk
101,2,1317.62,3,At Risk
299,1,436.18,1,Regular
23,5,981.51,3,At Risk
59,6,1119.31,3,At Risk
155,2,315.06,1,Regular
99,5,779.36,3,At Risk
107,1,17.0,3,At Risk
12,6,1041.83,3,At Risk
264,1,320.62,1,Regular
240,1,185.04999999999998,1,Regular
88,7,2005.63,3,At Risk
50,3,731.9,3,At Risk
9,3,1245.96,3,At Risk
42,3,1842.14,3,At Risk
7,6,1429.64,3,At Risk
62,1,302.36,3,At Risk
249,1,336.96,1,Regular
66,1,108.38,3,At Risk
18,7,3204.1600000000003,3,At Risk
85,2,816.1,3,At Risk
219,2,611.88,1,Regular
45,3,1337.48,3,At Risk
143,4,195.73999999999998,3,At Risk
183,1,161.38,1,Regular
171,1,135.75000000000003,1,Regular
10,8,1667.97,3,At Risk
206,2,592.88,1,Regular
190,1,232.21,1,Regular
8,2,423.36,3,At Risk
59,5,1294.14,3,At Risk
57,2,867.11,3,At Risk
73,4,684.4200000000001,3,At Risk
52,1,307.78,3,At Risk
316,2,187.15,1,Regular
367,1,289.35,1,Regular
29,4,6287.77,3,At Risk
39,1,656.25,3,At Risk
18,5,1880.22,3,At Risk
52,6,3506.54,3,At Risk
4,46,14305.66,0,High Value
22,3,603.69,3,At Risk
263,1,517.55,1,Regular
60,3,709.38,3,At Risk
368,1,-7.95,1,Regular
19,3,635.41,3,At Risk
53,4,703.77,3,At Risk
88,1,620.4,3,At Risk
250,1,535.34,1,Regular
3,7,2419.84,3,At Risk
247,1,175.2,1,Regular
9,18,3741.98,0,High Value
157,3,734.13,1,Regular
134,1,375.0,3,At Risk
296,1,76.32000000000001,1,Regular
5,2,280.52,3,At Risk
39,10,1906.07,3,At Risk
269,1,1829.04,1,Regular
50,5,1824.23,3,At Risk
9,13,3024.62,3,At Risk
16,4,644.24,3,At Risk
282,1,348.2,1,Regular
64,4,1009.4499999999999,3,At Risk
2,26,5352.97,0,High Value
252,1,37.4,1,Regular
225,3,441.59999999999997,1,Regular
17,4,802.53,3,At Risk
11,28,3770.6,0,High Value
8,4,1822.97,3,At Risk
51,7,1880.4199999999998,3,At Risk
59,1,73.2,3,At Risk
95,5,1140.21,3,At Risk
16,7,1406.57,3,At Risk
126,3,1009.5500000000001,3,At Risk
94,4,1037.59,3,At Risk
50,1,331.95,3,At Risk
138,1,197.9,3,At Risk
61,1,215.83,3,At Risk
100,10,10217.48,3,At Risk
73,1,305.54,3,At Risk
72,4,6617.65,3,At Risk
67,1,338.71000000000004,3,At Risk
64,7,1155.54,3,At Risk
17,2,529.41,3,At Risk
23,13,3991.94,3,At Risk
32,17,6841.24,0,High Value
45,4,981.86,3,At Risk
16,2,215.48,3,At Risk
40,1,215.08,3,At Risk
3,25,4913.32,0,High Value
237,1,314.45,1,Regular
75,1,400.68100000000004,3,At Risk
4,2,1080.6200000000001,3,At Risk
3,5,1821.52,3,At Risk
361,1,365.27,1,Regular
59,5,589.15,3,At Risk
23,1,405.71,3,At Risk
31,4,761.38,3,At Risk
55,4,537.0600000000001,3,At Risk
25,1,394.38,3,At Risk
45,2,664.26,3,At Risk
89,5,2262.62,3,At Risk
2,18,21086.3,0,High Value
81,2,542.77,3,At Risk
19,3,681.19,3,At Risk
79,1,159.0,3,At Risk
171,3,1062.75,1,Regular
81,1,242.35,3,At Risk
267,1,914.9300000000001,1,Regular
235,4,259.39000000000004,1,Regular
30,8,3054.87,3,At Risk
37,3,864.86,3,At Risk
318,1,846.72,1,Regular
57,4,1295.3,3,At Risk
45,5,1096.32,3,At Risk
203,3,255.12,1,Regular
219,2,308.32000000000005,1,Regular
87,2,1010.6,3,At Risk
190,2,542.03,1,Regular
33,5,983.23,3,At Risk
71,5,422.13,3,At Risk
41,6,858.41,3,At Risk
78,1,432.2,3,At Risk
57,3,372.9,3,At Risk
8,5,3693.81,3,At Risk
10,13,2607.87,3,At Risk
8,8,3598.26,3,At Risk
34,2,409.1,3,At Risk
212,2,1522.75,1,Regular
24,5,1352.3600000000001,3,At Risk
170,1,114.56,1,Regular
62,1,152.94,3,At Risk
53,5,1800.07,3,At Risk
261,2,389.44,1,Regular
366,1,-295.09,1,Regular
32,3,3665.62,3,At Risk
17,10,2609.3,3,At Risk
258,2,732.63,1,Regular
177,1,46.95,1,Regular
45,5,5203.51,3,At Risk
51,1,1035.45,3,At Risk
17,4,746.83,3,At Risk
361,1,-31.65,1,Regular
9,11,5423.15,3,At Risk
74,7,861.89,3,At Risk
71,2,667.65,3,At Risk
353,1,1141.24,1,Regular
3,6,1423.29,3,At Risk
117,1,411.7,3,At Risk
373,1,357.95,1,Regular
197,1,559.87,1,Regular
177,1,810.6000000000001,1,Regular
23,3,537.83,3,At Risk
21,4,1496.68,3,At Risk
72,1,2062.06,3,At Risk
340,1,168.3,1,Regular
6,7,1531.51,3,At Risk
31,2,823.97,3,At Risk
170,1,142.5,1,Regular
117,2,280.9,3,At Risk
9,12,2236.7400000000002,3,At Risk
10,4,1328.55,3,At Risk
213,4,275.4,1,Regular
23,3,598.2,3,At Risk
108,2,212.82,3,At Risk
26,4,5305.83,3,At Risk
139,1,361.21999999999997,3,At Risk
214,9,602.27,1,Regular
38,4,2560.0,3,At Risk
92,3,686.67,3,At Risk
18,2,616.26,3,At Risk
3,2,274.15000000000003,3,At Risk
331,1,226.37,1,Regular
64,12,2755.56,3,At Risk
120,3,1341.65,3,At Risk
35,1,328.15,3,At Risk
218,1,404.40000000000003,1,Regular
172,2,1038.46,1,Regular
72,7,230.70000000000002,3,At Risk
1,2,326.75,3,At Risk
196,1,207.50000000000003,1,Regular
128,3,428.68,3,At Risk
44,5,510.54,3,At Risk
6,15,3085.96,3,At Risk
14,6,3844.22,3,At Risk
18,4,242.21,3,At Risk
28,8,1583.2,3,At Risk
8,22,26626.8,0,High Value
37,1,151.05,3,At Risk
157,1,214.79999999999998,1,Regular
284,1,109.95,1,Regular
107,1,549.07,3,At Risk
25,6,1959.38,3,At Risk
75,4,322.41,3,At Risk
16,2,370.47999999999996,3,At Risk
158,1,101.10000000000001,1,Regular
44,1,575.41,3,At Risk
11,2,887.65,3,At Risk
32,7,1469.45,3,At Risk
291,1,53.5,1,Regular
21,5,1100.47,3,At Risk
333,1,153.9,1,Regular
18,2,494.44,3,At Risk
4,23,6675.71,0,High Value
63,2,395.8,3,At Risk
198,4,210.32000000000002,1,Regular
33,3,658.88,3,At Risk
1,5,2024.95,3,At Risk
7,12,1460.3700000000001,3,At Risk
5,8,3411.69,3,At Risk
10,4,896.66,3,At Risk
32,9,652.07,3,At Risk
53,1,109.36000000000001,3,At Risk
12,2,707.04,3,At Risk
18,9,1540.42,3,At Risk
19,1,327.3,3,At Risk
37,2,804.49,3,At Risk
2,2,497.43,3,At Risk
18,3,1553.66,3,At Risk
82,4,1320.56,3,At Risk
33,2,367.93,3,At Risk
66,2,473.03000000000003,3,At Risk
9,3,977.52,3,At Risk
267,1,676.2,1,Regular
247,3,362.95,1,Regular
4,5,2131.9,3,At Risk
61,1,1780.59,3,At Risk
75,2,668.36,3,At Risk
90,2,584.5,3,At Risk
60,3,555.89,3,At Risk
29,2,317.2,3,At Risk
323,1,94.36,1,Regular
53,5,1362.27,3,At Risk
270,1,221.19,1,Regular
2,20,2941.05,0,High Value
50,9,1412.06,3,At Risk
61,5,1486.9,3,At Risk
145,4,1631.15,3,At Risk
19,2,408.57,3,At Risk
95,1,303.93,3,At Risk
1,20,4061.24,0,High Value
265,2,299.6,1,Regular
302,2,161.04999999999998,1,Regular
70,1,443.05,3,At Risk
302,2,167.25,1,Regular
19,1,163.07,3,At Risk
13,10,2126.93,3,At Risk
36,5,2028.88,3,At Risk
19,2,214.65,3,At Risk
54,1,151.83,3,At Risk
57,1,262.2,3,At Risk
22,2,126.25,3,At Risk
44,1,210.35,3,At Risk
27,4,1026.99,3,At Risk
45,3,675.27,3,At Risk
113,7,959.48,3,At Risk
17,75,33805.69,0,High Value
25,1,346.12,3,At Risk
191,2,82.56,1,Regular
302,1,302.7,1,Regular
2,10,1908.25,3,At Risk
263,2,241.06,1,Regular
81,1,-2.95,3,At Risk
106,1,284.55,3,At Risk
57,1,300.85,3,At Risk
213,3,642.81,1,Regular
64,1,287.4,3,At Risk
28,1,184.26,3,At Risk
29,7,1522.25,3,At Risk
6,5,798.35,3,At Risk
8,5,3640.67,3,At Risk
67,2,381.2,3,At Risk
2,3,616.79,3,At Risk
46,5,638.77,3,At Risk
34,1,230.51,3,At Risk
1,3,2.8999999999941792,3,At Risk
136,1,259.01,3,At Risk
198,1,188.89000000000001,1,Regular
191,3,674.69,1,Regular
150,1,311.92,1,Regular
88,1,266.97,3,At Risk
45,3,-8.15,3,At Risk
64,7,1841.18,3,At Risk
99,5,2158.37,3,At Risk
218,1,208.36,1,Regular
3,18,3482.7400000000002,3,At Risk
28,3,814.72,3,At Risk
178,1,151.42,1,Regular
64,4,102.0,3,At Risk
21,7,1383.7,3,At Risk
20,3,1314.68,3,At Risk
34,7,1603.46,3,At Risk
74,1,74.9,3,At Risk
24,4,650.43,3,At Risk
52,5,757.44,3,At Risk
275,1,223.95000000000002,1,Regular
165,4,314.86,1,Regular
7,11,1811.47,3,At Risk
88,4,544.3,3,At Risk
64,7,2494.46,3,At Risk
25,3,331.0,3,At Risk
10,2,300.83,3,At Risk
76,1,769.29,3,At Risk
16,1,220.62,3,At Risk
192,1,139.35,1,Regular
174,3,379.4,1,Regular
77,1,363.65,3,At Risk
33,4,492.2,3,At Risk
47,1,731.5,3,At Risk
73,6,1329.66,3,At Risk
297,1,826.53,1,Regular
3,3,684.41,3,At Risk
9,4,1562.22,3,At Risk
50,6,2965.69,3,At Risk
161,3,86.12,1,Regular
360,5,319.1,1,Regular
5,6,400.86,3,At Risk
107,5,1421.43,3,At Risk
25,1,484.38,3,At Risk
32,1,777.6,3,At Risk
20,2,90.30000000000001,3,At Risk
297,1,363.7,1,Regular
372,1,248.1,1,Regular
22,3,950.26,3,At Risk
5,4,874.59,3,At Risk
52,5,1627.13,3,At Risk
30,1,101.69999999999999,3,At Risk
277,1,162.7,1,Regular
61,3,480.92,3,At Risk
25,2,215.07999999999998,3,At Risk
186,4,1036.6200000000001,1,Regular
2,28,9295.67,0,High Value
2,29,11895.57,0,High Value
172,1,290.36,1,Regular
81,1,228.06,3,At Risk
4,1,244.41,3,At Risk
190,1,455.25,1,Regular
22,7,1244.59,3,At Risk
18,3,6748.8,3,At Risk
19,5,1026.94,3,At Risk
5,1,593.75,3,At Risk
107,2,539.02,3,At Risk
3,4,1388.81,3,At Risk
54,1,119.62,3,At Risk
165,1,339.3,1,Regular
291,3,-95.93,1,Regular
10,10,4154.64,3,At Risk
109,9,2266.25,3,At Risk
96,3,922.12,3,At Risk
243,2,379.73,1,Regular
163,14,5664.57,3,At Risk
3,7,641.55,3,At Risk
35,2,285.89,3,At Risk
67,7,3313.79,3,At Risk
24,2,281.85,3,At Risk
1,24,8257.04,0,High Value
21,3,816.51,3,At Risk
6,2,511.12,3,At Risk
54,1,1077.74,3,At Risk
364,1,173.7,1,Regular
15,6,614.01,3,At Risk
194,2,865.6,1,Regular
3,1,124.2,3,At Risk
9,15,3622.95,3,At Risk
3,5,1285.22,3,At Risk
127,4,999.7,3,At Risk
74,4,648.41,3,At Risk
71,1,451.44,3,At Risk
365,1,-30.599999999999998,1,Regular
155,2,70.44,1,Regular
113,1,313.62,3,At Risk
374,1,233.45,1,Regular
80,3,908.03,3,At Risk
249,1,463.95,1,Regular
232,1,225.15,1,Regular
71,3,459.24,3,At Risk
69,1,213.5,3,At Risk
4,19,4073.28,0,High Value
51,3,330.03,3,At Risk
75,1,181.09,3,At Risk
61,1,360.16,3,At Risk
16,2,250.15,3,At Risk
4,1,90.04,3,At Risk
277,2,140.7,1,Regular
4,6,813.52,3,At Risk
41,1,244.79999999999998,3,At Risk
31,2,494.72999999999996,3,At Risk
75,2,482.47,3,At Risk
18,16,3038.67,3,At Risk
15,9,5450.96,3,At Risk
219,1,75.66,1,Regular
186,2,120.99000000000001,1,Regular
33,4,1187.66,3,At Risk
70,1,618.59,3,At Risk
183,1,506.19,1,Regular
15,2,500.42,3,At Risk
236,1,151.85,1,Regular
31,6,2630.64,3,At Risk
254,2,204.41,1,Regular
4,2,178.96,3,At Risk
52,4,813.48,3,At Risk
246,1,129.45,1,Regular
81,2,810.5699999999999,3,At Risk
275,1,333.08,1,Regular
1,20,4379.65,0,High Value
79,1,322.8,3,At Risk
30,6,2183.04,3,At Risk
74,2,417.73,3,At Risk
17,7,2878.15,3,At Risk
223,2,217.9,1,Regular
32,5,1124.59,3,At Risk
23,11,1676.47,3,At Risk
25,4,1169.38,3,At Risk
106,1,231.10000000000002,3,At Risk
5,3,679.83,3,At Risk
246,1,487.51,1,Regular
178,2,833.78,1,Regular
170,2,214.06,1,Regular
39,2,270.85999999999996,3,At Risk
72,1,518.42,3,At Risk
54,11,6654.26,3,At Risk
16,3,1166.92,3,At Risk
141,5,594.97,3,At Risk
18,6,3794.52,3,At Risk
22,21,8568.24,0,High Value
10,4,933.62,3,At Risk
368,1,123.24,1,Regular
189,1,39.12,1,Regular
16,5,810.4499999999999,3,At Risk
362,1,135.39999999999998,1,Regular
19,1,118.98,3,At Risk
68,2,570.13,3,At Risk
15,6,306.71999999999997,3,At Risk
24,4,1370.8700000000001,3,At Risk
17,17,4022.46,3,At Risk
28,3,1692.27,3,At Risk
2,23,8093.59,0,High Value
55,2,319.61,3,At Risk
34,5,1558.72,3,At Risk
3,17,3013.83,3,At Risk
366,1,129.75,1,Regular
43,1,183.7,3,At Risk
73,6,1770.34,3,At Risk
5,5,1028.0,3,At Risk
4,31,65892.08,0,High Value
61,2,324.24,3,At Risk
47,9,3043.48,3,At Risk
1,4,1260.86,3,At Risk
76,3,303.26,3,At Risk
44,3,208.63,3,At Risk
256,2,1276.0,1,Regular
69,2,482.01,3,At Risk
135,4,657.9000000000001,3,At Risk
241,1,112.75,1,Regular
227,2,1998.0,1,Regular
9,17,5040.0,3,At Risk
9,18,5150.2699999999995,0,High Value
1,29,13946.130000000001,0,High Value
37,3,531.35,3,At Risk
46,1,656.63,3,At Risk
85,5,3029.87,3,At Risk
19,10,2483.04,3,At Risk
3,5,1651.03,3,At Risk
9,11,3645.43,3,At Risk
19,21,6840.2300000000005,0,High Value
219,4,911.53,1,Regular
78,1,301.71999999999997,3,At Risk
267,3,319.8000000000001,1,Regular
9,9,3278.36,3,At Risk
369,1,623.75,1,Regular
15,8,1773.92,3,At Risk
26,1,155.24,3,At Risk
262,1,292.47,1,Regular
17,16,4711.21,3,At Risk
91,2,589.15,3,At Risk
302,8,775.07,1,Regular
26,5,1382.02,3,At Risk
364,1,272.82,1,Regular
46,4,1054.67,3,At Risk
36,26,7076.28,0,High Value
52,4,702.79,3,At Risk
32,1,603.75,3,At Risk
52,3,650.51,3,At Risk
79,7,2269.21,3,At Risk
53,1,417.59999999999997,3,At Risk
298,1,3.75,1,Regular
172,2,312.55,1,Regular
47,2,0.0,3,At Risk
29,8,2191.84,3,At Risk
11,7,1304.76,3,At Risk
87,18,7170.7,0,High Value
5,19,6694.31,0,High Value
25,4,826.96,3,At Risk
18,5,1515.9,3,At Risk
45,5,623.93,3,At Risk
31,1,1764.72,3,At Risk
373,1,207.5,1,Regular
58,1,223.92000000000002,3,At Risk
372,1,2002.4,1,Regular
114,5,1484.63,3,At Risk
215,1,239.4,1,Regular
319,1,106.83000000000001,1,Regular
65,1,369.34000000000003,3,At Risk
8,4,772.84,3,At Risk
97,1,316.62,3,At Risk
20,3,1501.38,3,At Risk
185,2,594.9,1,Regular
4,18,2758.25,3,At Risk
294,1,34.0,1,Regular
273,2,1145.6,1,Regular
31,11,5580.6,3,At Risk
48,5,458.04,3,At Risk
260,1,380.39,1,Regular
58,6,744.9,3,At Risk
33,5,2246.81,3,At Risk
57,1,171.59,3,At Risk
68,5,654.92,3,At Risk
10,11,1695.66,3,At Risk
60,1,388.28,3,At Risk
80,2,226.35,3,At Risk
74,2,245.94,3,At Risk
2,28,10454.05,0,High Value
100,2,425.19,3,At Risk
365,2,294.65,1,Regular
10,19,2242.25,0,High Value
20,1,107.6,3,At Risk
123,2,597.48,3,At Risk
8,1,80.8,3,At Risk
4,8,1520.1200000000001,3,At Risk
29,8,1706.28,3,At Risk
282,2,110.38000000000001,1,Regular
57,1,243.84,3,At Risk
1,12,1201.51,3,At Risk
365,1,414.88,1,Regular
89,1,305.62,3,At Risk
11,1,1201.49,3,At Risk
163,5,867.83,1,Regular
65,1,332.3,3,At Risk
23,3,536.99,3,At Risk
174,2,460.59,1,Regular
103,4,801.49,3,At Risk
143,3,1121.59,3,At Risk
99,2,288.42,3,At Risk
23,6,912.74,3,At Risk
192,2,275.64,1,Regular
5,2,547.07,3,At Risk
361,1,479.35,1,Regular
8,10,1692.98,3,At Risk
14,22,6500.6,0,High Value
103,4,417.06,3,At Risk
3,13,1446.95,3,At Risk
11,13,3317.97,3,At Risk
96,1,497.61,3,At Risk
227,1,358.38,1,Regular
16,2,460.64,3,At Risk
39,2,775.1800000000001,3,At Risk
51,1,341.7,3,At Risk
93,2,128.5,3,At Risk
157,1,197.22,1,Regular
39,1,325.91,3,At Risk
184,3,199.15,1,Regular
1,4,1106.53,3,At Risk
228,1,413.46,1,Regular
128,2,180.85,3,At Risk
40,2,251.87,3,At Risk
31,12,3167.73,3,At Risk
197,3,582.9,1,Regular
9,39,15357.78,0,High Value
37,7,1774.62,3,At Risk
64,4,1260.44,3,At Risk
43,17,10183.82,0,High Value
50,1,214.32,3,At Risk
43,1,193.44,3,At Risk
53,1,281.42,3,At Risk
187,1,124.57,1,Regular
334,1,332.41,1,Regular
4,3,342.45,3,At Risk
10,2,144.91000000000003,3,At Risk
24,2,328.4,3,At Risk
15,1,35.400000000000006,3,At Risk
366,2,345.89000000000004,1,Regular
106,5,473.14,3,At Risk
60,3,151.65,3,At Risk
29,4,481.35,3,At Risk
141,3,207.73999999999998,3,At Risk
23,5,805.62,3,At Risk
22,7,2761.4900000000002,3,At Risk
77,3,680.02,3,At Risk
5,10,7066.31,3,At Risk
64,9,2023.47,3,At Risk
12,6,853.72,3,At Risk
25,2,0.0,3,At Risk
31,7,1519.08,3,At Risk
67,1,432.0,3,At Risk
67,3,705.12,3,At Risk
187,2,276.73,1,Regular
38,2,429.84000000000003,3,At Risk
15,3,471.51,3,At Risk
35,1,194.88,3,At Risk
195,3,1578.67,1,Regular
2,5,809.7,3,At Risk
1,7,496.84000000000003,3,At Risk
367,1,145.93,1,Regular
65,1,219.14,3,At Risk
299,3,213.03,1,Regular
26,4,444.46,3,At Risk
8,6,1281.56,3,At Risk
12,5,187.6900000000001,3,At Risk
116,1,1706.88,3,At Risk
29,1,373.24,3,At Risk
4,16,3754.27,3,At Risk
5,8,3085.48,3,At Risk
82,4,579.77,3,At Risk
29,5,981.65,3,At Risk
64,2,364.14,3,At Risk
4,8,1510.06,3,At Risk
23,14,2528.67,3,At Risk
290,1,113.44,1,Regular
36,1,208.46,3,At Risk
9,6,621.6800000000001,3,At Risk
24,2,576.26,3,At Risk
277,1,391.52,1,Regular
50,7,1043.34,3,At Risk
156,11,2596.45,3,At Risk
61,1,169.79,3,At Risk
12,26,6666.83,0,High Value
21,4,739.5,3,At Risk
371,1,230.25,1,Regular
116,3,543.05,3,At Risk
80,19,2781.5,3,At Risk
4,7,1295.39,3,At Risk
26,3,380.55,3,At Risk
5,21,4604.22,0,High Value
53,1,161.94,3,At Risk
1,5,530.08,3,At Risk
55,2,950.9300000000001,3,At Risk
26,1,262.68,3,At Risk
9,5,1903.13,3,At Risk
52,3,3049.88,3,At Risk
13,10,1894.11,3,At Risk
212,3,816.73,1,Regular
22,19,4345.5,0,High Value
236,1,406.48,1,Regular
139,3,435.02,3,At Risk
4,7,1161.27,3,At Risk
57,3,1178.56,3,At Risk
123,4,1262.75,3,At Risk
109,2,167.61,3,At Risk
30,1,20.8,3,At Risk
1,9,2085.08,3,At Risk
185,5,493.67,1,Regular
9,2,292.34,3,At Risk
239,2,416.64,1,Regular
87,1,117.35000000000001,3,At Risk
39,3,507.05,3,At Risk
116,1,234.17,3,At Risk
187,1,110.55000000000001,1,Regular
227,1,201.19,1,Regular
8,10,2148.47,3,At Risk
189,1,319.02,1,Regular
4,2,439.43,3,At Risk
39,3,650.41,3,At Risk
3,2,232.20999999999998,3,At Risk
267,1,251.51999999999998,1,Regular
78,1,344.33,3,At Risk
4,8,1809.05,3,At Risk
255,2,1078.96,1,Regular
61,1,384.06,3,At Risk
13,8,1920.2,3,At Risk
78,5,4392.42,3,At Risk
17,11,5461.62,3,At Risk
30,2,1873.2,3,At Risk
3,7,1625.05,3,At Risk
5,1,126.12,3,At Risk
7,6,1133.25,3,At Risk
219,1,179.0,1,Regular
11,6,1601.8600000000001,3,At Risk
372,1,-1.25,1,Regular
30,9,1427.46,3,At Risk
288,3,702.0,1,Regular
150,6,287.02000000000004,1,Regular
23,2,484.82,3,At Risk
1,11,3989.57,3,At Risk
73,4,1487.78,3,At Risk
46,2,1412.94,3,At Risk
5,4,781.78,3,At Risk
51,7,877.4300000000001,3,At Risk
17,2,185.46,3,At Risk
30,1,270.9,3,At Risk
8,4,565.58,3,At Risk
29,3,1842.56,3,At Risk
3,27,8574.11,0,High Value
41,2,920.1,3,At Risk
11,4,1272.61,3,At Risk
31,1,71.0,3,At Risk
45,3,95.85,3,At Risk
61,3,357.77,3,At Risk
185,2,154.82999999999998,1,Regular
79,7,848.59,3,At Risk
111,2,716.0,3,At Risk
64,1,146.87,3,At Risk
12,2,380.35,3,At Risk
86,3,1030.14,3,At Risk
16,4,734.5699999999999,3,At Risk
246,3,388.33,1,Regular
78,2,1253.22,3,At Risk
30,1,112.4,3,At Risk
138,1,449.73,3,At Risk
27,4,1065.77,3,At Risk
3,5,1044.3799999999999,3,At Risk
32,4,1735.18,3,At Risk
9,3,897.4300000000001,3,At Risk
113,3,339.44,3,At Risk
157,1,642.02,1,Regular
85,3,1100.9,3,At Risk
115,6,864.32,3,At Risk
3,11,5594.78,3,At Risk
96,6,3228.84,3,At Risk
194,1,247.14000000000001,1,Regular
28,1,413.75,3,At Risk
129,2,496.38,3,At Risk
28,6,1353.83,3,At Risk
82,3,1179.89,3,At Risk
30,5,3095.04,3,At Risk
266,1,234.24,1,Regular
74,12,5116.13,3,At Risk
314,5,534.47,1,Regular
9,11,1421.59,3,At Risk
59,3,859.35,3,At Risk
143,1,-112.35,1,Regular
12,22,4531.34,0,High Value
28,13,2655.2200000000003,3,At Risk
114,1,312.14,3,At Risk
9,14,2385.48,3,At Risk
18,4,1446.09,3,At Risk
18,5,813.77,3,At Risk
36,3,841.0799999999999,3,At Risk
36,2,378.2,3,At Risk
78,1,118.80000000000001,3,At Risk
22,3,285.5,3,At Risk
25,2,290.16,3,At Risk
33,2,2003.85,3,At Risk
109,3,1405.78,3,At Risk
35,2,2949.75,3,At Risk
123,6,1555.05,3,At Risk
7,6,2050.08,3,At Risk
28,4,1991.01,3,At Risk
4,8,2041.8500000000001,3,At Risk
3,10,3802.81,3,At Risk
50,4,1777.78,3,At Risk
318,2,270.20000000000005,1,Regular
22,6,1088.2,3,At Risk
9,7,992.6800000000001,3,At Risk
2,9,937.92,3,At Risk
18,2,971.74,3,At Risk
10,4,1621.73,3,At Risk
262,1,25.5,1,Regular
159,2,665.78,1,Regular
33,7,10380.43,3,At Risk
29,8,869.6800000000001,3,At Risk
165,1,163.29999999999998,1,Regular
47,1,248.61,3,At Risk
6,10,747.22,3,At Risk
8,5,806.9000000000001,3,At Risk
288,1,116.19999999999999,1,Regular
318,1,157.02,1,Regular
3,3,593.61,3,At Risk
233,1,307.46,1,Regular
119,1,138.32,3,At Risk
162,1,345.29999999999995,1,Regular
185,1,298.89,1,Regular
50,1,259.35,3,At Risk
152,7,991.85,1,Regular
335,1,157.09,1,Regular
5,5,2463.17,3,At Risk
16,7,4892.240000000001,3,At Risk
107,2,425.0,3,At Risk
16,7,1139.73,3,At Risk
276,1,380.5,1,Regular
16,15,10585.57,0,High Value
247,1,465.32,1,Regular
239,1,579.0,1,Regular
1,2,984.57,3,At Risk
106,3,749.78,3,At Risk
23,6,1679.64,3,At Risk
52,1,124.88,3,At Risk
195,4,1503.5,1,Regular
24,1,213.78,3,At Risk
75,1,329.34,3,At Risk
18,2,251.70000000000002,3,At Risk
8,3,306.55,3,At Risk
32,3,1266.97,3,At Risk
22,4,1534.73,3,At Risk
31,6,3518.03,3,At Risk
29,11,1707.21,3,At Risk
22,2,293.1,3,At Risk
33,8,2466.4,3,At Risk
284,1,158.68,1,Regular
39,3,189.49,3,At Risk
50,4,816.88,3,At Risk
289,1,224.91,1,Regular
75,2,313.26,3,At Risk
5,9,3755.65,3,At Risk
218,1,59.9,1,Regular
44,5,1430.94,3,At Risk
202,1,306.13,1,Regular
178,3,711.79,1,Regular
56,6,780.38,3,At Risk
57,2,239.92000000000002,3,At Risk
8,8,3286.9100000000003,3,At Risk
47,2,144.0,3,At Risk
227,1,203.95,1,Regular
11,9,2275.58,3,At Risk
106,2,384.40000000000003,3,At Risk
59,3,249.74,3,At Risk
28,7,2095.13,3,At Risk
36,9,1674.46,3,At Risk
274,2,262.62,1,Regular
30,1,1013.01,3,At Risk
24,3,692.22,3,At Risk
54,1,342.63,3,At Risk
36,6,3563.85,3,At Risk
169,9,1352.91,1,Regular
54,1,384.08,3,At Risk
53,1,204.24,3,At Risk
27,9,2299.67,3,At Risk
253,1,226.85,1,Regular
40,11,2741.08,3,At Risk
60,7,984.12,3,At Risk
234,1,113.5,1,Regular
4,10,1960.72,3,At Risk
32,1,114.23,3,At Risk
24,14,3198.25,3,At Risk
7,2,335.13,3,At Risk
